First_Author,Year,PubMedID,Disease,Region,Subregion,Author_Region,Region_Code,FACS_Sorted,Unbiased_Sampling,Platform,Author_No.Nuclei,Author_No.Cell_Types,Author_Median_UMIs_PC,Author_Median_Unique_Genes_PC,Plot_Label,Directory,Author_Counts,Author_Barcodes,Author_Genes,Author_Barcode_Annotations,Dataset,Study,Filter_Size,Mean_PMI,Author_Genes_Mapped,Author_Counts_QC,Author_Barcodes_QC,Author_Counts_QC_PC_Genes,Author_Normalized_Counts_QC_Intersection_PC_Genes,Author_Mean_Normalized_Counts_QC_Intersection_PC_Genes,Author_Barcode_Annotations_Class
Lake,2018,29227469,Normal,Cortex,Frontal cortex,BA6,FC,Y,Y,snDrop-seq,4146,24,767.5,610.5,Lake FC BA6,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/FCX/BA6/expression_BA6.csv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/FCX/BA6/barcodes_BA6.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/FCX/BA6/genes_BA6.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/FCX/BA6/author_barcode_annotations_BA6.csv,Lake_2018_snDrop-seq_BA6,Lake 2018,50,14,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Lake_2018_snDrop-seq_BA6_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Lake_2018_snDrop-seq_BA6_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Lake_2018_snDrop-seq_BA6_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Lake_2018_snDrop-seq_BA6_expression_author_data_QC_counts_4146_nuclei_15508_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Lake_2018_snDrop-seq_BA6_expression_author_data_QC_counts_4146_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Lake_2018_snDrop-seq_BA6_expression_author_data_normalized_counts_4146_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Lake_2018_snDrop-seq_BA6_barcode_annotations_cell_class_annotated.csv
Lake,2018,29227469,Normal,Cortex,Frontal cortex,BA10,FC,Y,Y,snDrop-seq,6128,24,668,539,Lake FC BA10,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/FCX/BA10/expression_BA10.csv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/FCX/BA10/barcodes_BA10.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/FCX/BA10/genes_BA10.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/FCX/BA10/author_barcode_annotations_BA10.csv,Lake_2018_snDrop-seq_BA10,Lake 2018,50,17.5,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Lake_2018_snDrop-seq_BA10_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Lake_2018_snDrop-seq_BA10_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Lake_2018_snDrop-seq_BA10_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Lake_2018_snDrop-seq_BA10_expression_author_data_QC_counts_6128_nuclei_15791_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Lake_2018_snDrop-seq_BA10_expression_author_data_QC_counts_6128_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Lake_2018_snDrop-seq_BA10_expression_author_data_normalized_counts_6128_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Lake_2018_snDrop-seq_BA10_barcode_annotations_cell_class_annotated.csv
Lake,2018,29227469,Normal,Cortex,V1,BA17,OC,Y,Y,snDrop-seq,19274,28,1025,773,Lake OC BA17,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/V1/expression_V1.csv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/V1/barcodes_V1.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/V1/genes_V1.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/lake_2018/V1/author_barcode_annotations_V1.csv,Lake_2018_snDrop-seq_BA17,Lake 2018,50,16,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Lake_2018_snDrop-seq_BA17_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Lake_2018_snDrop-seq_BA17_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Lake_2018_snDrop-seq_BA17_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Lake_2018_snDrop-seq_BA17_expression_author_data_QC_counts_19274_nuclei_16986_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Lake_2018_snDrop-seq_BA17_expression_author_data_QC_counts_19274_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Lake_2018_snDrop-seq_BA17_expression_author_data_normalized_counts_19274_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Lake_2018_snDrop-seq_BA17_barcode_annotations_cell_class_annotated.csv
Li,2018,30545854,Normal,Cortex,Frontal cortex,BA9,FC,N,Y,10x Chromium V2,16979,29,3431,2153,Li FC BA9,/home/shared/scsn.expr_data/human_expr/postnatal/li_2018/,/home/shared/scsn.expr_data/human_expr/postnatal/li_2018/matrix.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/li_2018/barcodes.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/li_2018/genes.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/li_2018/author_barcode_annotations.csv,Li_2018_10x_Chromium_V2_BA9,Li 2018,40,13,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Li_2018_10x_Chromium_V2_BA9_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Li_2018_10x_Chromium_V2_BA9_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Li_2018_10x_Chromium_V2_BA9_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Li_2018_10x_Chromium_V2_BA9_expression_author_data_QC_counts_16979_nuclei_14830_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Li_2018_10x_Chromium_V2_BA9_expression_author_data_QC_counts_16979_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Li_2018_10x_Chromium_V2_BA9_expression_author_data_normalized_counts_16979_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Li_2018_10x_Chromium_V2_BA9_barcode_annotations_cell_class_annotated.csv
Mathys,2019,31042697,Normal,Cortex,Frontal cortex,BA10,FC,N,Y,10x Chromium V3,33277,44,1862,1301,Mathys FC BA10,/home/shared/scsn.expr_data/human_expr/postnatal/mathys_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/mathys_2019/skinnider_2021/controls/matrix_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/mathys_2019/skinnider_2021/controls/barcodes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/mathys_2019/skinnider_2021/controls/genes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/mathys_2019/skinnider_2021/controls/author_barcode_annotations_controls.csv,Mathys_2019_10x_Chromium_V3_BA10,Mathys 2019,40,,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Mathys_2019_10x_Chromium_V3_BA10_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Mathys_2019_10x_Chromium_V3_BA10_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Mathys_2019_10x_Chromium_V3_BA10_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Mathys_2019_10x_Chromium_V3_BA10_expression_author_data_QC_counts_33277_nuclei_16755_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Mathys_2019_10x_Chromium_V3_BA10_expression_author_data_QC_counts_33277_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Mathys_2019_10x_Chromium_V3_BA10_expression_author_data_normalized_counts_33277_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Mathys_2019_10x_Chromium_V3_BA10_barcode_annotations_cell_class_annotated.csv
Schirmer,2019,31316211,Normal,Cortex,Frontal cortex,Motor/pre-motor cortex,FC,N,Y,10x Chromium V2,5214,18,1718.5,1061,Schirmer FC M1,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/motor/matrix_motor_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/motor/barcodes_motor_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/motor/genes_motor_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/motor/author_barcode_annotations_motor_controls.csv,Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex,Schirmer 2019,,19.5,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_expression_author_data_QC_counts_5214_nuclei_16043_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_expression_author_data_QC_counts_5214_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_expression_author_data_normalized_counts_5214_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Schirmer_2019_10x_Chromium_V2_Motor_pre-motor_cortex_barcode_annotations_cell_class_annotated.csv
Schirmer,2019,31316211,Normal,Cortex,Parietal cortex,Parietal cortex,PC,N,Y,10x Chromium V2,2362,15,4230.5,2015.5,Schirmer PC,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/parietal/matrix_parietal_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/parietal/barcodes_parietal_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/parietal/genes_parietal_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/parietal/author_barcode_annotations_parietal_controls.csv,Schirmer_2019_10x_Chromium_V2_Parietal_cortex,Schirmer 2019,,22,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Schirmer_2019_10x_Chromium_V2_Parietal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Schirmer_2019_10x_Chromium_V2_Parietal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Schirmer_2019_10x_Chromium_V2_Parietal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Schirmer_2019_10x_Chromium_V2_Parietal_cortex_expression_author_data_QC_counts_2362_nuclei_15794_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Schirmer_2019_10x_Chromium_V2_Parietal_cortex_expression_author_data_QC_counts_2362_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Schirmer_2019_10x_Chromium_V2_Parietal_cortex_expression_author_data_normalized_counts_2362_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Schirmer_2019_10x_Chromium_V2_Parietal_cortex_barcode_annotations_cell_class_annotated.csv
Schirmer,2019,31316211,Normal,Cortex,Frontal cortex,Prefrontal cortex,FC,N,Y,10x Chromium V2,8279,19,3838,2054,Schirmer PFC,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/PFC/matrix_PFC_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/PFC/barcodes_PFC_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/PFC/genes_PFC_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/schirmer_2019/UCSC/PFC/author_barcode_annotations_PFC_controls.csv,Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex,Schirmer 2019,,22.5,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_expression_author_data_QC_counts_8279_nuclei_16516_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_expression_author_data_QC_counts_8279_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_expression_author_data_normalized_counts_8279_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Schirmer_2019_10x_Chromium_V2_Prefrontal_cortex_barcode_annotations_cell_class_annotated.csv
Tran,2020,34582785,Normal,Cortex,Frontal cortex,Dorsolateral prefrontal cortex,FC,Y,Y,10x Chromium V3,11145,19,7319,2633,Tran FC DLPFC,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/DLPFC/matrix_DLPFC.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/DLPFC/barcodes_DLPFC.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/DLPFC/genes_DLPFC.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/DLPFC/author_barcode_annotations_DLPFC.csv,Tran_2020_10x_Chromium_V3_Dorsolateral_prefrontal_cortex,Tran 2020,,29.7,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Tran_2020_10x_Chromium_V3_Dorsolateral_prefrontal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Tran_2020_10x_Chromium_V3_Dorsolateral_prefrontal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Tran_2020_10x_Chromium_V3_Dorsolateral_prefrontal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Tran_2020_10x_Chromium_V3_Dorsolateral_prefrontal_cortex_expression_author_data_QC_counts_11145_nuclei_16954_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Tran_2020_10x_Chromium_V3_Dorsolateral_prefrontal_cortex_expression_author_data_QC_counts_11145_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Tran_2020_10x_Chromium_V3_Dorsolateral_prefrontal_cortex_expression_author_data_normalized_counts_11145_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Tran_2020_10x_Chromium_V3_Dorsolateral_prefrontal_cortex_barcode_annotations_cell_class_annotated.csv
Tran,2020,34582785,Normal,Cortex,Anterior cingulate cortex,Subgenual anterior cingulate cortex,FC,Y,N,10x Chromium V3,15267,25,11995,3730,Tran FC ACC,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/ACC/matrix_ACC.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/ACC/barcodes_ACC.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/ACC/genes_ACC.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/tran_2020/ACC/author_barcode_annotations_ACC.csv,Tran_2020_10x_Chromium_V3_Subgenual_anterior_cingulate_cortex,Tran 2020,,26,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Tran_2020_10x_Chromium_V3_Subgenual_anterior_cingulate_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Tran_2020_10x_Chromium_V3_Subgenual_anterior_cingulate_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Tran_2020_10x_Chromium_V3_Subgenual_anterior_cingulate_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Tran_2020_10x_Chromium_V3_Subgenual_anterior_cingulate_cortex_expression_author_data_QC_counts_15267_nuclei_17032_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Tran_2020_10x_Chromium_V3_Subgenual_anterior_cingulate_cortex_expression_author_data_QC_counts_15267_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Tran_2020_10x_Chromium_V3_Subgenual_anterior_cingulate_cortex_expression_author_data_normalized_counts_15267_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Tran_2020_10x_Chromium_V3_Subgenual_anterior_cingulate_cortex_barcode_annotations_cell_class_annotated.csv
Velmeshev,2019,31097668,Normal,Cortex,Frontal cortex,Prefrontal cortex,FC,N,Y,10x Chromium,12507,17,1897,1238,Velmeshev PFC,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/PFC/matrix_PFC_adult_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/PFC/barcodes_PFC_adult_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/PFC/genes_PFC_adult_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/PFC/author_barcode_annotations_PFC_adult_controls.csv,Velmeshev_2019_10x_Chromium_Prefrontal_cortex,Velmeshev 2019,30,18.9,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Velmeshev_2019_10x_Chromium_Prefrontal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Velmeshev_2019_10x_Chromium_Prefrontal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Velmeshev_2019_10x_Chromium_Prefrontal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Velmeshev_2019_10x_Chromium_Prefrontal_cortex_expression_author_data_QC_counts_12507_nuclei_16672_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Velmeshev_2019_10x_Chromium_Prefrontal_cortex_expression_author_data_QC_counts_12507_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Velmeshev_2019_10x_Chromium_Prefrontal_cortex_expression_author_data_normalized_counts_12507_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Velmeshev_2019_10x_Chromium_Prefrontal_cortex_barcode_annotations_cell_class_annotated.csv
Velmeshev,2019,31097668,Normal,Cortex,Anterior cingulate cortex,BA24,FC,N,Y,10x Chromium,5196,17,1923.5,1260,Velmeshev FC BA24,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/ACC/matrix_ACC_adult_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/ACC/barcodes_ACC_adult_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/ACC/genes_ACC_adult_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/ACC/author_barcode_annotations_ACC_adult_controls.csv,Velmeshev_2019_10x_Chromium_BA24,Velmeshev 2019,30,17.5,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Velmeshev_2019_10x_Chromium_BA24_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Velmeshev_2019_10x_Chromium_BA24_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Velmeshev_2019_10x_Chromium_BA24_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Velmeshev_2019_10x_Chromium_BA24_expression_author_data_QC_counts_5196_nuclei_16448_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Velmeshev_2019_10x_Chromium_BA24_expression_author_data_QC_counts_5196_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Velmeshev_2019_10x_Chromium_BA24_expression_author_data_normalized_counts_5196_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Velmeshev_2019_10x_Chromium_BA24_barcode_annotations_cell_class_annotated.csv
